,kasus,label
10,"['jember', 'bidan', 'jember', 'lapor', 'teman', 'pria', 'inisial', 'am', 'polisi', 'tuduh', 'langgar', 'undang', 'undang', 'ite', 'korban', 'tuduh', 'am', 'sebar', 'foto', 'vulgar', 'status', 'whatsapp', 'wa', 'kuasa', 'hukum', 'korban', 'muhammad', 'zainuddin', 'am', 'gambar', 'vulgar', 'korban', 'panggil', 'video', 'video', 'call', 'video', 'call', 'am', 'korban', 'kondisi', 'kena', 'busana', 'klien', 'harus', 'video', 'call', 'lapor', 'pergi', 'mana', 'video', 'call', 'busana', 'zainuddin', 'lapor', 'polres', 'jember', 'minggu', 'jengah', 'laku', 'teman', 'pria', 'korban', 'usia', 'hubung', 'putus', 'korban', 'terima', 'am', 'am', 'ancam', 'korban', 'sebar', 'foto', 'vulgar', 'bidan', 'bukti', 'ancam', 'am', 'unggah', 'foto', 'vulgar', 'korban', 'status', 'wa', 'foto', 'foto', 'klien', 'video', 'unggah', 'wa', 'unggah', 'story', 'wa', 'lapor', 'lapor', 'langgar', 'undang', 'undang', 'ite', 'sebar', 'informasi', 'gambar', 'sifat', 'pornografi', 'cemar', 'nama', 'zainuddin', 'lapor', 'ancam', 'lapor', 'korban', 'zainuddin', 'kbo', 'satreskrim', 'polres', 'jember', 'sholehan', 'arief', 'benar', 'lapor', 'bidan', 'polisi', 'lidi', 'kait', 'laku', 'korban', 'teman', 'kantor', 'milik', 'hubung', 'spesial', 'keluarga', 'sholehan']",ancaman
11,"['bondowoso', 'polisi', 'limpah', 'tahap', 'ii', 'perkara', 'ancam', 'keras', 'sekda', 'bondowoso', 'syaifullah', 'kejar', 'sekda', 'bondowoso', 'aku', 'ikut', 'proses', 'hukum', 'ikut', 'proses', 'hukum', 'kuasa', 'hukum', 'sekda', 'bondowoso', 'husnus', 'sidqi', 'konfirmasi', 'wartawan', 'kantor', 'kejar', 'bondowoso', 'selasa', 'terang', 'husnus', 'sidqi', 'aku', 'perkara', 'proses', 'limpah', 'tahap', 'proses', 'jalan', 'husnus', 'sidqi', 'singkat', 'sekda', 'bondowoso', 'syaifullah', 'lapor', 'mantan', 'kepala', 'badan', 'pegawai', 'daerah', 'bkd', 'perintah', 'kabuupaten', 'alun', 'taufana', 'polisi', 'duga', 'ancam', 'jadi', 'syaifullah', 'duga', 'ancam', 'bunuh', 'telepon', 'alun', 'taufana', 'kepala', 'bkd', 'nilai', 'hambat', 'proses', 'lantik', 'sekda', 'laksana', 'silam', 'lapor', 'alun', 'taufana', 'polisi', 'lantas', 'lidi', 'sidi', 'syaifullah', 'tetap', 'sangka', 'tahan', 'syaifullah', 'sangka', 'langgar', 'pasal', 'b', 'uu', 'no', 'ubah', 'uu', 'no', 'informasi', 'transaksi', 'elektronik', 'ite', 'pasal', 'ayat', 'juncto', 'pasal', 'uu', 'no', 'ite', 'juncto', 'pasal', 'kuhp']",ancaman
12,"['jakarta', 'suami', 'bangga', 'pulau', 'sulawesi', 'sulteng', 'inisial', 'hm', 'hukum', 'penjara', 'sms', 'istri', 'mata', 'majelis', 'adil', 'negeri', 'pn', 'luwuk', 'sms', 'hm', 'istri', 'isi', 'ancam', 'tuang', 'putus', 'pn', 'luwuk', 'lansir', 'situs', 'jumat', 'hm', 'tengkar', 'istri', 'januari', 'suasana', 'amarah', 'hm', 'kirim', 'sms', 'penuh', 'emosi', 'istri', 'si', 'istri', 'terima', 'adu', 'aparat', 'polisi', 'isi', 'sms', 'gulir', 'adil', 'hm', 'hari', 'hari', 'pns', 'duduk', 'kursi', 'sakit', 'majelis', 'pn', 'luwuk', 'hm', 'bukti', 'sah', 'salah', 'tindak', 'pidana', 'sengaja', 'hak', 'kirim', 'informasi', 'elektronik', 'dokumen', 'elektronik', 'isi', 'ancam', 'keras', 'takut', 'nakuti', 'pribadi', 'jatuh', 'pidana', 'dakwa', 'pidana', 'penjara', 'pidana', 'denda', 'rp', 'juta', 'tentu', 'denda', 'bayar', 'ganti', 'pidana', 'kurung', 'majelis', 'tuai', 'andi', 'aswandi', 'tashar', 'anggota', 'rosiana', 'niti', 'pawitri', 'junita', 'sinar', 'humombang', 'nainggolan', 'alas', 'majelis', 'jatuh', 'hukum', 'buat', 'hm', 'istri', 'jadi', 'istri', 'takut', 'putus', 'adil', 'masyarakat', 'perhati', 'gejolak', 'masyarakat', 'tindak', 'pidana', 'jenis', 'masyarakat', 'harap', 'timbul', 'efek', 'jera', 'masyarakat', 'dakwa', 'aku', 'sali', 'buat', 'dakwa', 'hukum', 'beber', 'majelis', 'kait', 'ringan', 'dakwa', 'tulis', 'status', 'whatsapp', 'penjara', 'ende', 'nusa', 'tenggara', 'timur', 'ntt', 'uu', 'ite', 'kena', 'pria', 'inisial', 'dkh', 'dkh', 'hukum', 'penjara', 'tulis', 'si', 'status', 'whatsapp', 'nya', 'majelis', 'nilai', 'status', 'whatsapp', 'media', 'sosial', 'cemar', 'nama', 'orang', 'tuang', 'putus', 'adil', 'pt', 'kupang', 'lansir', 'website', 'nya', 'jumat', 'dkh', 'tulis', 'status', 'whatsapp', 'september', 'status', 'dkh', 'tulis', 'singgung', 'nama', 'korban', 'perempuan', 'korban', 'terima', 'status', 'whatsapp', 'dkh', 'baca', 'milik', 'whatsapp', 'phonebook', 'dkh', 'korban', 'terima', 'ucap', 'dkh', 'korban', 'polisi', 'dkh', 'gulir', 'adil', 'februari', 'jaksa', 'aju', 'tuntut', 'penjara', 'dkh', 'nilai', 'salah', 'tindak', 'pidana', 'sengaja', 'hak', 'distribusi', 'mentrasmisikan', 'akses', 'informasi', 'elektronik', 'dokumen', 'elektronik', 'milik', 'muat', 'hina', 'cemar', 'nama', 'tuntut', 'pn', 'ende', 'amin', 'dkh', 'salah', 'tindak', 'pidana', 'sengaja', 'hak', 'distribusi', 'mentrasmisikan', 'akses', 'informasi', 'elektronik', 'dokumen', 'elektronik', 'milik', 'muat', 'hina', 'cemar', 'nama', 'hukum', 'pn', 'ende', 'dkh', 'hukum', 'penjara', 'dapat', 'putus', 'jaksa', 'terima', 'aju', 'mohon', 'banding', 'hakim', 'kuat', 'putus', 'adil', 'negeri', 'ende', 'tanggal', 'april', 'minta', 'banding', 'majelis', 'tuai', 'oloan', 'harianja', 'anggota', 'jauhari', 'i', 'wayan', 'sosiawan', 'majelis', 'nilai', 'putus', 'pn', 'ende', 'kuat', 'dakwa', 'jatuh', 'denda', 'pasal', 'atur', 'sifat', 'pilih', 'hakim', 'pilih', 'jatuh', 'pidana', 'penjara', 'pidana', 'denda', 'dua', 'jatuh', 'pidana', 'dakwa', 'nyata', 'bukti', 'salah', 'hakim', 'terap', 'tentu', 'pidana', 'penjara', 'pidana', 'denda', 'dua', 'pasal', 'majelis']",ancaman
13,"['jakarta', 'ketua', 'bappilu', 'partai', 'demokrat', 'andi', 'arief', 'angkat', 'bicara', 'lapor', 'mantan', 'juru', 'bicara', 'jubir', 'psi', 'dedek', 'prayudi', 'polisi', 'andi', 'arief', 'tuding', 'dedek', 'milik', 'niat', 'jahat', 'sila', 'lapor', 'hak', 'makan', 'bohong', 'si', 'uki', 'kenal', 'andi', 'arief', 'detikcom', 'rabu', 'andi', 'arief', 'aku', 'debat', 'dedek', 'andi', 'arief', 'pria', 'kerap', 'sapa', 'uki', 'debat', 'politikus', 'partai', 'demokrat', 'cipta', 'panca', 'laksana', 'media', 'sosial', 'andi', 'arief', 'heran', 'libat', 'debat', 'uki', 'panca', 'mention', 'debat', 'ganggu', 'debat', 'salah', 'libat', 'uki', 'sesal', 'andi', 'arief', 'tampik', 'rumah', 'uki', 'andi', 'arief', 'nilai', 'uki', 'milik', 'niat', 'jahat', 'tebar', 'fitnah', 'ajar', 'hukum', 'mens', 'rea', 'niat', 'jahat', 'uki', 'nggak', 'debat', 'datang', 'rumah', 'uki', 'alir', 'hindar', 'lapor', 'orang', 'polisi', 'tweet', 'uki', 'penuh', 'unsur', 'fitnah', 'uu', 'ite', 'papar', 'baca', 'lengkap', 'halaman', 'andi', 'arief', 'tuding', 'uki', 'tipu', 'sikap', 'olah', 'korban', 'andi', 'arief', 'uki', 'maaf', 'harap', 'percaya', 'tipu', 'daya', 'uki', 'akan', 'korban', 'zalim', 'niat', 'jahat', 'hati', 'busuk', 'jujur', 'mempolitisir', 'bawa', 'bawa', 'salah', 'akan', 'andi', 'arief', 'maaf', 'laku', 'salah', 'debat', 'sudut', 'hina', 'imbuh', 'berita', 'mantan', 'jubir', 'psi', 'dedek', 'prayudi', 'lapor', 'ketua', 'bappilu', 'partai', 'demokrat', 'andi', 'arief', 'polisi', 'pria', 'akrab', 'sapa', 'uki', 'lapor', 'andi', 'arief', 'kait', 'duga', 'ancam', 'lapor', 'uki', 'register', 'nomor', 'lp', 'b', 'vi', 'spkt', 'polda', 'metro', 'jaya', 'tanggal', 'juni', 'turut', 'andi', 'arief', 'cedera', 'demokrasi', 'politikus', 'partai', 'demokrat', 'pd', 'cipta', 'panca', 'laksana', 'komentar', 'cuit', 'uki', 'kondisi', 'uang', 'negara', 'cuit', 'panca', 'balas', 'uki', 'unggah', 'foto', 'link', 'berita', 'andi', 'arief', 'gerebek', 'hotel', 'andi', 'arief', 'cuit', 'minggu', 'street', 'justice', 'bukti', 'uki', 'bentuk', 'duga', 'ancam']",ancaman
14,"['jakarta', 'adil', 'negeri', 'pn', 'sleman', 'jatuh', 'hukum', 'penjara', 'pria', 'inisial', 'r', 'rekam', 'hubung', 'badan', 'kasih', 're', 'r', 'peras', 're', 'puluh', 'juta', 'rupiah', 'tuang', 'putus', 'pn', 'sleman', 'kutip', 'detikcom', 'senin', 're', 'r', 'nal', 'aplikasi', 'kencan', 'temu', 'temu', 'pacar', 'hubung', 'hubung', 'badan', 'kamar', 'kos', 're', 'diam', 'diam', 'r', 'rekam', 'hubung', 'badan', 'hp', 'nya', 're', 'hubung', 'badan', 'rekam', 'hubung', 'putus', 'r', 'hubung', 're', 'kirim', 'video', 'hubung', 'badan', 'r', 'ancam', 'sebar', 'memviralkan', 'video', 'kirim', 'uang', 're', 'panik', 'kirim', 'uang', 're', 'kali', 'kali', 'rp', 'juta', 'r', 'uang', 'total', 'capai', 'rp', 'juta', 're', 'sadar', 'peras', 'lapor', 'polisi', 'r', 'tangkap', 'proses', 'hukum', 'adil', 'jatuh', 'pidana', 'dakwa', 'pidana', 'penjara', 'denda', 'rp', 'juta', 'tentu', 'denda', 'bayar', 'ganti', 'pidana', 'kurung', 'majelis', 'hakim', 'tuai', 'ite', 'denie', 'setyawaty', 'majelis', 'r', 'bukti', 'sah', 'salah', 'tindak', 'pidana', 'sengaja', 'hak', 'transmisi', 'akses', 'informasi', 'elektronik', 'dokumen', 'elektronik', 'milik', 'muat', 'peras', 'ancam', 'dakwa', 'tunggal', 'majelis', 'buat', 'r', 'timbul', 'ancam', 'psikis', 're', 'ringan', 'dakwa', 'sikap', 'sopan', 'dakwa', 'terus', 'terang', 'sidang', 'dakwa', 'salah', 'dakwa', 'sali', 'buat', 'majelis', 'hakim', 'anggota', 'nyoman', 'suharta', 'sagung', 'bunga', 'mayasaputri']",ancaman
15,"['surabaya', 'polisi', 'tangkap', 'sangka', 'ujar', 'benci', 'unggah', 'sebar', 'video', 'ancam', 'gorok', 'kepala', 'menkopolhukam', 'mahfud', 'md', 'pulang', 'pamekasan', 'madura', 'polisi', 'dalam', 'video', 'ancam', 'kait', 'peristiwa', 'penggerudukan', 'ratus', 'massa', 'diam', 'ibunda', 'mahfud', 'md', 'pamekasan', 'selasa', 'dirreskrimsus', 'polda', 'jawa', 'timur', 'kombes', 'gidion', 'arif', 'setyawan', 'telusur', 'kait', 'telusur', 'video', 'picu', 'aksi', 'pamekasan', 'video', 'tajuk', 'ingat', 'keras', 'warga', 'madura', 'mahfud', 'md', 'ajar', 'habib', 'rizieq', 'unggah', 'november', 'telusur', 'rangkai', 'ya', 'salah', 'unsur', 'pasal', 'uu', 'ite', 'uu', 'no', 'pasal', 'onar', 'ruang', 'masyarakat', 'gidion', 'surabaya', 'senin', 'bentuk', 'empati', 'dukung', 'rizieq', 'gidion', 'motif', 'laku', 'sebar', 'video', 'viral', 'alas', 'sendiri', 'laku', 'video', 'orang', 'viral', 'semangat', 'bentuk', 'semangat', 'berani', 'salah', 'contoh', 'ya', 'pamekasan', 'penggerudukan', 'rumah', 'ibunda', 'mahfud', 'md', 'youtube', 'hadir', 'jadi', 'pamekasan', 'papar', 'telusur', 'imbuh', 'gidion', 'polisi', 'tetap', 'sangka', 'salah', 'sangka', 'muchammad', 'nawawi', 'sebar', 'video', 'ancam', 'akun', 'youtubenya', 'amazing', 'pasuruan', 'video', 'sebar', 'sangka', 'nama', 'abdul', 'hakam', 'moch', 'sirojuddin', 'samsul', 'had', 'whatsapp', 'grup', 'polisi', 'aman', 'barang', 'bukti', 'handphone', 'milik', 'sangka', 'tangkap', 'layar', 'video', 'bukti', 'sebar', 'video', 'grup', 'whatsapp', 'empat', 'sangka', 'jerat', 'uu', 'ri', 'no', 'ubah', 'uu', 'ri', 'no', 'informasi', 'transaksi', 'elektronik', 'pasal', 'ayat', 'jo', 'pasal', 'ayat', 'pasal', 'ayat', 'jo', 'pasal', 'ayat', 'pasal', 'ayat', 'uu', 'no']",ancaman
16,"['jakarta', 'warga', 'asal', 'denpasar', 'bal', 'jakarta', 'barat', 'vonis', 'pidana', 'penjara', 'nyata', 'bukti', 'bobol', 'kartu', 'kredit', 'warga', 'asing', 'beli', 'tiket', 'pesawat', 'negeri', 'lantas', 'jual', 'harga', 'miring', 'akun', 'media', 'sosial', 'warga', 'denpasar', 'inisial', 'm', 's', 'warga', 'jakarta', 'barat', 's', 'akun', 'instagram', 'facebook', 'olah', 'agen', 'jalan', 'lantas', 's', 'tawar', 'tiket', 'pesawat', 'harga', 'miring', 'singapore', 'airlines', 'sq', 'jakarta', 'haneda', 'diskon', 'persen', 'airasia', 'jakarta', 'bangkok', 'diskon', 'persen', 'korban', 'tarik', 's', 'mes', 'tiket', 'kartu', 'kredit', 'orang', 's', 'm', 'aksi', 'jahat', 'mei', 'ulang', 'bongkar', 'beli', 'tiket', 'sq', 'terbang', 'jakarta', 'tokyo', 'maret', 'kode', 'terbang', 'sq', 'harga', 'normal', 'rp', 'juta', 'tawar', 'korban', 'rp', 'juta', 'milik', 'kartu', 'kredit', 'tagih', 'bayar', 'kartu', 'kredit', 'terbang', 'komplain', 'bank', 'beli', 'tiket', 'pesawat', 'bank', 'terbit', 'kartu', 'kredit', 'lapor', 'polisi', 'm', 's', 'tangkap', 'adil', 'adil', 'aku', 'ajar', 'bobol', 'kartu', 'kredit', 'facebook', 'nal', 'orang', 'negeri', 'ajar', 'bobol', 'kartu', 'kredit', 'nomor', 'kartu', 'kredit', 'bobol', 'dakwa', 'bukti', 'sah', 'salah', 'tindak', 'pidana', 'sengaja', 'hak', 'lawan', 'hukum', 'transmisi', 'pindah', 'transfer', 'informasi', 'elektronik', 'dokumen', 'elektronik', 'milik', 'orang', 'jatuh', 'pidana', 'dakwa', 'pidana', 'penjara', 'denda', 'rp', 'juta', 'tentu', 'denda', 'bayar', 'ganti', 'pidana', 'kurung', 'majelis', 'hakim', 'pn', 'surabaya', 'putus', 'lansir', 'website', 'mahkamah', 'agung', 'ma', 'minggu', 'duduk', 'ketua', 'majelis', 'marper', 'pandiangan', 'anggota', 'i', 'ketut', 'suarta', 'acmad', 'virza', 'rudiansyah', 'majelis', 'nilai', 'berat', 'buat', 'rugi', 'milik', 'kartu', 'kredit', 'bank', 'terbit', 'kartu', 'kredit', 'dakwa', 'aku', 'terang', 'buat', 'lancar', 'jalan', 'sidang', 'dakwa', 'sikap', 'sopan', 'sidang', 'dakwa', 'sali', 'buat', 'janji', 'ulang', 'dakwa', 'hukum', 'majelis', 'baca', 'ringan', 'sidang', 'kamis', 'kemarin']",carding
17,"['surabaya', 'hacker', 'bobol', 'kartu', 'kredit', 'milik', 'warga', 'negara', 'asing', 'wna', 'aman', 'komplot', 'aksi', 'tahun', 'bobol', 'ratus', 'juta', 'empat', 'sangka', 'hts', 'warga', 'bekas', 'ad', 'warga', 'cilacap', 'rh', 'warga', 'pasuruan', 'rs', 'warga', 'solo', 'empat', 'sangka', 'tangkap', 'daerah', 'kabid', 'humas', 'polda', 'jatim', 'kombes', 'gatot', 'repli', 'handoko', 'aksi', 'empat', 'sangka', 'peran', 'beda', 'beda', 'peran', 'liput', 'koordinator', 'eksekutor', 'hts', 'peran', 'koordinator', 'tampung', 'data', 'ad', 'kelola', 'data', 'eksekutor', 'rh', 'cari', 'data', 'kartu', 'kredit', 'milik', 'orang', 'rs', 'sedia', 'akun', 'paxful', 'data', 'milik', 'orang', 'gatot', 'senin', 'wadirkrimsus', 'polda', 'jatim', 'akbp', 'zulham', 'komplot', 'tahun', 'raup', 'rp', 'juta', 'hasil', 'jahat', 'beli', 'bitcoin', 'crypto', 'modus', 'bobol', 'hasil', 'beli', 'bitcoin', 'penting', 'pribadi', 'beli', 'barang', 'barang', 'pacar', 'salah', 'sangka', 'zulham', 'farman', 'kembang', 'turut', 'nama', 'komplot', 'tangkap', 'buru', 'mudah', 'mudah', 'aman', 'orang', 'laku', 'inisial', 'mudah', 'mudah', 'kembang', 'tukas', 'zulham', 'buat', 'sangka', 'jerat', 'pasal', 'ayat', 'jo', 'pasal', 'ayat', 'pasal', 'ayat', 'jo', 'pasal', 'ayat', 'undang', 'undang', 'ri', 'no', 'ubah', 'uu', 'ri', 'no', 'informasi', 'transaksi', 'elektronika', 'pasal', 'kuhp', 'pasal', 'kuhp']",carding
18,"['makassar', 'polisi', 'tangkap', 'pemuda', 'bobol', 'kartu', 'kredit', 'milik', 'warga', 'negara', 'asing', 'wna', 'soppeng', 'sulawesi', 'selatan', 'sulsel', 'tiga', 'pemuda', 'tangkap', 'aksi', 'toko', 'kelontong', 'milik', 'warga', 'gerebek', 'toko', 'kelontong', 'warga', 'anggota', 'patroli', 'kasat', 'reskrim', 'polres', 'soppeng', 'iptu', 'noviarif', 'kurniawan', 'konfirmasi', 'selasa', 'tiga', 'pemuda', 'aman', 'ha', 'ah', 'we', 'gerebek', 'polisi', 'wilayah', 'camat', 'lili', 'rilau', 'minggu', 'polisi', 'hampir', 'salah', 'pemuda', 'lari', 'rumah', 'warga', 'polisi', 'curiga', 'anggota', 'langsung', 'periksa', 'noviarif', 'periksa', 'temu', 'bukti', 'cakap', 'messenger', 'whatsapp', 'isi', 'ratus', 'data', 'kartu', 'kredit', 'milik', 'orang', 'periksa', 'lanjut', 'temu', 'laptop', 'isi', 'ratus', 'data', 'debit', 'kredit', 'kumpul', 'e', 'mail', 'login', 'situs', 'noviarif', 'agustus', 'puluh', 'pemuda', 'soppeng', 'ringkus', 'polisi', 'akibat', 'libat', 'ungkap', 'laku', 'remaja', 'ajar', 'anggur', 'dapat', 'hidup', 'mewah', 'barang', 'elektronik', 'polisi', 'curiga', 'tiga', 'pemuda', 'serta', 'laptop', 'unit', 'ponsel', 'bawa', 'polres', 'soppeng', 'proses', 'lidi', 'polisi', 'aku', 'selidik', 'besar', 'nominal', 'uang', 'hasil', 'bobol', 'kartu', 'kredit', 'nilai', 'dalam', 'sistem', 'untung', 'untung', 'kartu', 'kredit', 'isi', 'hasil', 'isi', 'kayak', 'judi', 'sih', 'selidik', 'pemuda', 'libat', 'bobol', 'kartu', 'kredit', 'jaring', 'internasional', 'kali', 'noviarif', 'sebut', 'bobol', 'kartu', 'kredit', 'milik', 'modus', 'ungkap', 'bobol', 'kartu', 'kredit', 'kayak', 'modus', 'metode', 'kayak', 'kartu', 'kredit', 'orang', 'asing', 'papar', 'noviarif', 'kait', 'marak', 'bobol', 'kartu', 'kredit', 'polisi', 'aku', 'selidik', 'heran', 'marak', 'kayak', 'ajar', 'otodidak', 'cari', 'ajar', 'asal', 'pungkas', 'noviarif']",carding
19,"['makassar', 'pemuda', 'bobol', 'kartu', 'kredit', 'soppeng', 'sulawesi', 'selatan', 'libat', 'jaring', 'internasional', 'hubung', 'grup', 'facebook', 'khusus', 'mudah', 'oleh', 'data', 'pribadi', 'calon', 'korban', 'dapat', 'grup', 'grup', 'facebook', 'kasat', 'reskrim', 'polres', 'soppeng', 'akp', 'amri', 'detikcom', 'selasa', 'akp', 'amri', 'sebut', 'laku', 'beli', 'data', 'calon', 'korban', 'harga', 'rp', 'ribu', 'kartu', 'kredit', 'data', 'kartu', 'kredit', 'bobol', 'rp', 'ribu', 'murah', 'jual', 'facebook', 'akses', 'kartu', 'kredit', 'beber', 'akp', 'amri', 'akp', 'amri', 'kartu', 'kredit', 'beli', 'buah', 'hasil', 'lantar', 'kartu', 'kredit', 'valid', 'nilai', 'wajar', 'dunia', 'jahat', 'ilegal', 'akses', 'kartu', 'kredit', 'kadang', 'tipu', 'bodoh', 'bodohin', 'laku', 'aman', 'polisi', 'adam', 'laksana', 'm', 'juliandi', 'aswal', 'saputra', 'rian', 'saputra', 'iqbal', 'm', 'satria', 'stevi', 'syamsul', 'albi', 'muhammad', 'syukur', 'laku', 'nama', 'akbar', 'usama', 'akhmad', 'afabdi', 'rizal', 'dedi', 'rahmat', 'sisa', 'umur', 'ra', 'ta', 'ad', 'ar', 'sm', 'sembilan', 'belas', 'orang', 'sangka', 'kabid', 'humas', 'polda', 'sulsel', 'kombes', 'ibrahim', 'tompo', 'wartawan', 'selasa', 'kombes', 'ibrahim', 'bobol', 'hacker', 'aman', 'orang', 'dalam', 'orang', 'penuh', 'lengkap', 'alat', 'bukti', 'barang', 'bukti', 'laptop', 'desktop', 'handphone', 'total', 'unit', 'beber']",carding
20,"['jakarta', 'perempuan', 'nama', 'aminah', 'alatas', 'tangkap', 'polres', 'metro', 'jakarta', 'pusat', 'duga', 'bobol', 'puluh', 'kartu', 'kredit', 'bank', 'mega', 'alami', 'rugi', 'miliar', 'rupiah', 'kapolres', 'metro', 'jakarta', 'pusat', 'kombes', 'heru', 'novianto', 'modus', 'laku', 'aju', 'aplikasi', 'kartu', 'kredit', 'palsu', 'identitas', 'sangka', 'palsu', 'identitas', 'palsu', 'ktp', 'nama', 'foto', 'aju', 'kredit', 'bank', 'kombes', 'heru', 'novianto', 'polres', 'metro', 'jakpus', 'jalan', 'kramat', 'raya', 'jakarta', 'pusat', 'senin', 'lapor', 'bank', 'rugi', 'sangka', 'sangka', 'transaksi', 'kartu', 'kredit', 'rp', 'miliar', 'rugi', 'catat', 'rp', 'juta', 'rp', 'm', 'imbuh', 'heru', 'sangka', 'identitas', 'palsu', 'aplikasi', 'kartu', 'kredit', 'aju', 'bank', 'polisi', 'tangkap', 'yohanes', 'paul', 'data', 'palsu', 'sangka', 'aminah', 'aplikasi', 'daftar', 'kartu', 'kredit', 'nama', 'beda', 'beda', 'nama', 'ktp', 'orang', 'nama', 'orang', 'bikin', 'kopi', 'edit', 'kerja', 'heru', 'contoh', 'edit', 'nama', 'foto', 'edit', 'masuk', 'marketing', 'marketing', 'langsung', 'apply', 'sesuai', 'nama', 'nomor', 'ktp', 'nya', 'oke', 'restu', 'kartu', 'kredit', 'sambung', 'heru', 'data', 'oleh', 'aminah', 'bel', 'sangka', 'yohanes', 'aminah', 'jahat', 'kartu', 'kredit', 'bank', 'sita', 'aminah', 'kartu', 'kredit', 'bank', 'laptop', 'unit', 'mobil', 'uang', 'dokumen', 'dokumen', 'aplikasi', 'aju', 'kredit', 'buat', 'sangka', 'jerat', 'pasal', 'kuhp', 'pasal', 'pasal', 'kuhp', 'ancam', 'hukum', 'maksimal', 'penjara']",carding
21,"['surabaya', 'boy', 'william', 'penuh', 'panggil', 'sidik', 'cyber', 'crime', 'ditreskrimsus', 'polda', 'jatim', 'periksa', 'bobol', 'kartu', 'kredit', 'carding', 'boy', 'periksa', 'saksi', 'endorser', 'akun', 'instagram', 'carding', 'boy', 'periksa', 'carding', 'sangka', 'sergio', 'direskrimsus', 'polda', 'jatim', 'kombes', 'gidion', 'arif', 'setyawan', 'detikcom', 'surabaya', 'rabu', 'boy', 'polda', 'pagi', 'langsung', 'periksa', 'unit', 'cyber', 'crime', 'gidion', 'periksa', 'tunda', 'imbas', 'covid', 'periksa', 'jam', 'boy', 'aku', 'terima', 'endorse', 'tiket', 'pesawat', 'boy', 'sebut', 'harga', 'tiket', 'kemarin', 'terbang', 'eropa', 'aman', 'resin', 'teman', 'teman', 'saksi', 'nominal', 'terima', 'tiket', 'jasa', 'pulang', 'pergi', 'boy', 'singgung', 'kait', 'aju', 'polisi', 'boy', 'aku', 'terima', 'endorse', 'lumayan', 'lupa', 'doang', 'nerima', 'endorse', 'berangkat', 'pergi', 'tiket', 'pesawat', 'aja', 'imbuh', 'boy', 'boy', 'aku', 'selektif', 'terima', 'endorse', 'boy', 'public', 'figure', 'selektif', 'sih', 'kayak', 'gin', 'moga', 'public', 'figure', 'selektif', 'ambil', 'kerja', 'ambil', 'endorse', 'an', 'boy', 'boy', 'aku', 'masalah', 'periksa', 'sebut', 'periksa', 'risiko', 'kerja', 'akibat', 'lalai', 'terima', 'endorse', 'nggak', 'salah', 'kerja', 'after', 'effect', 'lalai', 'boy', 'boy', 'william', 'panggil', 'tinggal', 'public', 'figure', 'penuh', 'panggil', 'public', 'figur', 'jessica', 'iskandar', 'panggil', 'jessica', 'tunda', 'sibuk', 'bal', 'batal', 'nikah', 'akibat', 'pandemi']",carding
22,"['jakarta', 'polda', 'metro', 'jaya', 'tangkap', 'tujuh', 'sangka', 'komplot', 'tipu', 'bobol', 'kartu', 'kredit', 'korban', 'sangka', 'manfaat', 'kode', 'one', 'time', 'password', 'otp', 'uras', 'kartu', 'kredit', 'korban', 'kapolda', 'metro', 'jaya', 'irjen', 'nana', 'sudjana', 'kelompok', 'mafia', 'perban', 'sangka', 'ya', 'as', 'r', 'ea', 'sbr', 'h', 'da', 'uras', 'rekening', 'belanja', 'online', 'shop', 'modus', 'kelompok', 'yopi', 'altobeli', 'ya', 'transaksi', 'belanja', 'online', 'kartu', 'kredit', 'korban', 'oleh', 'beli', 'website', 'internet', 'nana', 'wartawan', 'polda', 'metro', 'jaya', 'jakarta', 'selatan', 'jumat', 'nana', 'sangka', 'uras', 'kartu', 'kredit', 'korban', 'kode', 'otp', 'korban', 'laku', 'kode', 'otp', 'korban', 'aku', 'tugas', 'bank', 'aku', 'tugas', 'bank', 'batal', 'belanja', 'online', 'korban', 'sangkut', 'aku', 'tugas', 'bank', 'telpon', 'sasar', 'si', 'korban', 'nana', 'telepon', 'sangka', 'nomor', 'otp', 'korban', 'alas', 'batal', 'beli', 'online', 'fiktif', 'korban', 'korban', 'nana', 'percaya', 'lantar', 'sangka', 'mengatasnamakan', 'tugas', 'bank', 'korban', 'percaya', 'orang', 'telpon', 'anggap', 'orang', 'tugas', 'bank', 'dapat', 'kode', 'otp', 'uras', 'kartu', 'kredit', 'sasar', 'siap', 'kabid', 'humas', 'polda', 'metro', 'jaya', 'kombes', 'yusri', 'yunus', 'sebut', 'sangka', 'data', 'korban', 'sistem', 'layan', 'informasi', 'uang', 'data', 'sangka', 'hubung', 'nomor', 'otp', 'korban', 'password', 'masuk', 'milik', 'asli', 'hp', 'nya', 'sangka', 'sangkut', 'aku', 'orang', 'bank', 'data', 'dsri', 'slik', 'ojk', 'ubah', 'masuk', 'korban', 'yusri', 'polisi', 'tangkap', 'laku', 'salah', 'laku', 'inisial', 'ya', 'paksa', 'tindak', 'ukur', 'lantar', 'lawan', 'anggota', 'tangkap', 'buat', 'laku', 'kena', 'pasal', 'juncto', 'pasal', 'pasal', 'juncto', 'pasal', 'uu', 'ri', 'nomor', 'ubah', 'ri', 'nomor', 'ancam', 'penjara']",carding
